,task_id,task_description,priority,deadline,assigned_to,status,created_at,estimated_hours,actual_hours,task_type
2857,TASK_83029,Enhance logging for future debugging.,Low,2025-07-08,user_82,To Do,2025-06-06,9.09,8.73,Debugging
2858,TASK_73975,High priority task: Resolve server outage now.,Critical,2025-06-28,user_16,In Progress,2025-05-26,4.54,7.87,Support
2859,TASK_72236,High priority task: Resolve server outage now.,Critical,2025-06-24,user_73,Done,2025-06-05,13.98,15.29,Support
2860,TASK_75273,Database optimization needed before backup.,High,2025-08-08,,Blocked,2025-05-21,4.74,4.84,Other
2861,TASK_68893,Schedule meeting with stakeholders next week.,Medium,2025-07-21,user_28,Blocked,2025-05-30,11.39,9.75,Meeting
2862,TASK_21155,Improve UI consistency across all pages.,Low,2025-08-10,user_25,Done,2025-05-27,14.45,13.19,Development
2863,TASK_82035,Database optimization needed before backup.,High,2025-07-04,user_23,In Progress,2025-06-06,10.83,13.63,Other
2864,TASK_65956,Conduct mid-cycle review of project progress.,Medium,2025-08-03,user_38,In Progress,2025-06-02,12.38,15.67,Meeting
2865,TASK_31684,High priority task: Resolve server outage now.,Critical,2025-07-16,user_46,Done,2025-06-13,3.44,4.56,Support
2866,TASK_68995,Task needs completion before end of the day.,High,2025-07-07,user_55,In Progress,2025-06-05,14.44,16.73,Other
2867,TASK_27108,Coordinate with design team on layout feedback.,Medium,2025-07-01,,Done,2025-05-24,12.59,15.64,Development
2868,TASK_13288,Refactor legacy module as per guidelines.,Medium,2025-07-12,user_70,Blocked,2025-06-12,4.22,6.58,Development
2869,TASK_98718,Critical bug in production impacting all users.,Critical,2025-07-29,user_5,Done,2025-05-23,13.77,16.19,Debugging
2870,TASK_56027,Schedule meeting with stakeholders next week.,Medium,2025-06-24,user_65,In Progress,2025-06-01,14.8,18.38,Meeting
2871,TASK_24904,Complete documentation for current sprint.,Medium,2025-07-09,user_78,To Do,2025-05-21,11.53,12.1,Documentation
2872,TASK_57193,High priority task: Resolve server outage now.,Critical,2025-07-30,user_70,In Progress,2025-06-12,5.63,8.18,Support
2873,TASK_94952,Improve UI consistency across all pages.,Low,2025-07-08,user_90,Blocked,2025-05-22,3.94,4.59,Development
2874,TASK_13393,Refactor legacy module as per guidelines.,,2025-07-23,user_22,In Progress,2025-06-15,14.88,18.25,Development
2875,TASK_53966,Task needs completion before end of the day.,High,2025-08-09,user_87,Blocked,2025-05-22,4.39,4.12,Other
2876,TASK_39435,URGENT: System failure requires immediate attention.,Critical,2025-07-15,user_1,In Progress,2025-06-12,7.84,10.43,Debugging
2877,TASK_17338,Immediate action required: Payment system down.,Critical,2025-08-14,user_18,Blocked,2025-05-29,3.02,4.78,Development
2878,TASK_72211,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-26,user_76,In Progress,2025-05-24,2.26,5.9,Debugging
2879,TASK_42954,Critical bug in production impacting all users.,Critical,2025-06-20,user_1,Done,2025-06-11,15.77,14.95,Debugging
2880,TASK_14364,Complete documentation for current sprint.,Medium,2025-06-26,user_23,Done,2025-05-30,11.7,10.99,Documentation
2881,TASK_35716,Conduct mid-cycle review of project progress.,Medium,2025-07-04,user_28,To Do,2025-06-15,10.41,11.38,Meeting
2882,TASK_81338,URGENT: System failure requires immediate attention.,Critical,2025-06-23,user_87,To Do,2025-05-29,7.06,9.57,Debugging
2883,TASK_25665,Schedule meeting with stakeholders next week.,Medium,2025-08-15,user_90,Done,2025-06-18,6.8,10.49,Meeting
2884,TASK_10269,Improve UI consistency across all pages.,Low,2025-07-05,user_27,Blocked,2025-05-29,3.64,4.28,Development
2885,TASK_31649,Clean up old branches from repository.,Low,2025-08-15,user_62,Blocked,2025-06-02,13.89,12.2,Other
2886,TASK_68540,High priority task: Resolve server outage now.,,2025-07-31,user_34,In Progress,2025-05-24,9.61,9.0,Support
2887,TASK_37937,Refactor legacy module as per guidelines.,Medium,2025-07-17,user_25,Blocked,2025-06-05,14.65,18.6,Development
2888,TASK_78942,Organize code comments and improve readability.,Low,2025-06-28,user_15,To Do,2025-05-26,3.97,6.54,Other
2889,TASK_27705,Task needs completion before end of the day.,High,2025-07-08,user_14,In Progress,2025-06-06,4.63,8.57,Other
2890,TASK_21414,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-06,user_91,Done,2025-06-17,14.69,18.55,Debugging
2891,TASK_11112,Code review required urgently for merge.,High,2025-08-06,user_88,Blocked,2025-05-30,4.03,6.45,Meeting
2892,TASK_19632,Improve UI consistency across all pages.,,2025-08-05,user_69,In Progress,2025-05-30,5.26,3.27,Development
2893,TASK_32221,Enhance logging for future debugging.,Low,2025-06-29,user_79,Done,2025-06-10,4.35,6.4,Debugging
2894,TASK_66665,Prepare for upcoming product launch this week.,High,2025-07-26,user_66,Done,2025-05-27,3.16,4.68,Other
2895,TASK_10351,Critical bug in production impacting all users.,Critical,2025-07-19,user_3,Blocked,2025-05-27,6.75,8.03,Debugging
2896,TASK_25614,Critical bug in production impacting all users.,Critical,2025-08-11,user_53,To Do,2025-06-09,5.3,8.08,Debugging
2897,TASK_48296,Coordinate with design team on layout feedback.,Medium,2025-07-09,user_8,To Do,2025-06-13,5.96,9.3,Development
2898,TASK_87801,Task needs completion before end of the day.,High,2025-07-03,user_13,Blocked,2025-06-16,12.1,14.61,Other
2899,TASK_70086,Enhance logging for future debugging.,Low,2025-07-21,user_79,In Progress,2025-06-07,11.7,10.63,Debugging
2900,TASK_70484,Organize code comments and improve readability.,,2025-07-16,user_93,Blocked,2025-06-05,11.09,14.99,Other
2901,TASK_88188,Conduct mid-cycle review of project progress.,Medium,2025-06-24,user_41,Blocked,2025-06-13,15.31,14.7,Meeting
2902,TASK_35091,Client report must be submitted by evening.,High,2025-07-22,user_16,In Progress,2025-06-09,8.36,9.71,Other
2903,TASK_93125,Client report must be submitted by evening.,High,2025-06-27,user_52,Done,2025-05-26,4.69,6.85,Other
2904,TASK_84227,Improve UI consistency across all pages.,Low,2025-06-22,user_59,Blocked,2025-05-25,3.0,3.4,Development
2905,TASK_94879,Coordinate with design team on layout feedback.,Medium,2025-07-03,user_62,Done,2025-06-09,11.64,13.42,Development
2906,TASK_37204,Critical bug in production impacting all users.,Critical,2025-08-03,user_86,To Do,2025-06-13,5.16,4.84,Debugging
2907,TASK_50386,Complete documentation for current sprint.,Medium,2025-08-12,user_6,Done,2025-05-27,14.63,16.84,Documentation
2908,TASK_51792,Clean up old branches from repository.,Low,2025-07-13,user_98,In Progress,2025-06-09,14.94,14.82,Other
2909,TASK_71742,Coordinate with design team on layout feedback.,Medium,2025-08-08,user_6,Done,2025-06-15,2.14,0.31,Development
2910,TASK_89462,Schedule meeting with stakeholders next week.,Medium,2025-07-25,user_42,To Do,2025-06-06,14.8,14.68,Meeting
2911,TASK_78399,Conduct mid-cycle review of project progress.,Medium,2025-07-10,user_26,Blocked,2025-05-28,14.87,16.79,Meeting
2912,TASK_21537,Coordinate with design team on layout feedback.,Medium,2025-08-07,user_43,To Do,2025-06-04,3.45,7.03,Development
2913,TASK_39728,Complete documentation for current sprint.,Medium,2025-07-09,user_17,In Progress,2025-06-16,7.8,7.4,Documentation
2914,TASK_78794,Prepare for upcoming product launch this week.,High,2025-08-12,user_38,Done,2025-06-09,9.59,9.65,Other
2915,TASK_94332,Update user avatars with new icons.,Low,2025-07-30,user_30,To Do,2025-05-23,9.38,9.76,Other
2916,TASK_35303,Critical bug in production impacting all users.,Critical,2025-07-17,user_48,Blocked,2025-05-22,13.03,15.25,Debugging
2917,TASK_22714,Schedule meeting with stakeholders next week.,Medium,2025-08-14,user_8,To Do,2025-06-17,12.38,10.54,Meeting
2918,TASK_56254,Database optimization needed before backup.,High,2025-07-05,user_70,To Do,2025-05-26,13.58,16.35,Other
2919,TASK_34085,Complete documentation for current sprint.,Medium,2025-08-13,user_56,Blocked,2025-06-16,15.96,19.04,Documentation
2920,TASK_27950,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-02,user_41,Done,2025-06-15,6.81,5.57,Debugging
2921,TASK_58789,Task needs completion before end of the day.,High,2025-07-06,user_15,In Progress,2025-05-26,7.25,8.64,Other
2922,TASK_62081,URGENT: System failure requires immediate attention.,Critical,2025-07-10,user_71,Blocked,2025-06-01,3.45,2.55,Debugging
2923,TASK_18060,Organize code comments and improve readability.,Low,2025-06-23,user_39,To Do,2025-05-22,6.54,9.01,Other
2924,TASK_91231,Database optimization needed before backup.,High,2025-08-09,user_26,Blocked,2025-05-28,9.92,7.96,Other
2925,TASK_42672,Enhance logging for future debugging.,Low,2025-07-22,user_12,In Progress,2025-06-01,3.76,7.66,Debugging
2926,TASK_66909,Prepare for upcoming product launch this week.,High,2025-08-15,user_66,In Progress,2025-05-22,4.52,6.71,Other
2927,TASK_55650,Client report must be submitted by evening.,High,2025-06-25,user_86,To Do,2025-05-29,11.99,14.65,Other
2928,TASK_75999,Task needs completion before end of the day.,High,2025-07-22,user_27,To Do,2025-06-08,10.1,10.99,Other
2929,TASK_84904,Refactor legacy module as per guidelines.,Medium,2025-06-22,user_60,In Progress,2025-06-12,3.64,4.08,Development
2930,TASK_86251,Client report must be submitted by evening.,High,2025-06-24,user_99,Done,2025-06-01,8.94,12.89,Other
2931,TASK_87464,URGENT: System failure requires immediate attention.,Critical,2025-08-02,user_52,In Progress,2025-06-16,9.95,12.35,Debugging
2932,TASK_12075,Coordinate with design team on layout feedback.,Medium,2025-06-28,user_75,In Progress,2025-06-05,5.77,5.93,Development
2933,TASK_87651,Enhance logging for future debugging.,Low,2025-06-24,user_71,In Progress,2025-06-02,15.4,16.78,Debugging
2934,TASK_31607,Schedule meeting with stakeholders next week.,Medium,2025-07-13,user_92,Done,2025-05-28,10.19,8.88,Meeting
2935,TASK_94481,Immediate action required: Payment system down.,Critical,2025-07-01,user_85,To Do,2025-05-22,4.86,5.48,Development
2936,TASK_74808,Coordinate with design team on layout feedback.,Medium,2025-07-04,user_77,To Do,2025-05-21,10.85,12.21,Development
2937,TASK_94725,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-06-23,user_57,To Do,2025-06-10,11.29,10.01,Debugging
2938,TASK_65318,Schedule meeting with stakeholders next week.,Medium,2025-07-01,user_9,To Do,2025-06-01,4.61,3.79,Meeting
2939,TASK_86274,Complete documentation for current sprint.,Medium,2025-06-28,user_52,Blocked,2025-05-30,5.82,4.44,Documentation
2940,TASK_80425,Clean up old branches from repository.,Low,2025-06-25,user_67,In Progress,2025-05-30,15.51,15.62,Other
2941,TASK_25410,Clean up old branches from repository.,Low,2025-08-17,user_90,Done,2025-05-20,3.39,4.29,Other
2942,TASK_19340,Conduct mid-cycle review of project progress.,Medium,2025-08-17,,Blocked,2025-06-16,2.69,1.39,Meeting
2943,TASK_56790,Complete documentation for current sprint.,Medium,2025-08-17,user_75,To Do,2025-06-07,7.44,9.59,Documentation
2944,TASK_17111,URGENT: System failure requires immediate attention.,Critical,2025-07-25,user_43,To Do,2025-06-01,13.43,13.9,Debugging
2945,TASK_62310,Schedule meeting with stakeholders next week.,Medium,2025-07-21,user_24,In Progress,2025-06-14,5.15,3.39,Meeting
2946,TASK_41816,Clean up old branches from repository.,Low,2025-07-07,user_71,Blocked,2025-05-30,4.95,4.37,Other
2947,TASK_18657,Coordinate with design team on layout feedback.,Medium,2025-07-11,user_10,To Do,2025-05-22,12.87,11.17,Development
2948,TASK_50194,Task needs completion before end of the day.,High,2025-07-11,user_47,To Do,2025-06-07,9.43,13.33,Other
2949,TASK_41035,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-26,user_67,To Do,2025-06-14,7.44,7.79,Debugging
2950,TASK_95565,Database optimization needed before backup.,High,2025-06-25,user_84,Done,2025-06-17,3.73,4.32,Other
2951,TASK_25421,Conduct mid-cycle review of project progress.,Medium,2025-07-22,user_12,Done,2025-05-21,5.31,7.26,Meeting
2952,TASK_87264,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-13,user_73,To Do,2025-06-08,10.82,13.79,Debugging
2953,TASK_85765,Organize code comments and improve readability.,Low,2025-07-05,user_40,Blocked,2025-06-09,8.45,7.06,Other
2954,TASK_33702,URGENT: System failure requires immediate attention.,Critical,2025-07-16,user_79,Blocked,2025-05-29,10.98,10.4,Debugging
2955,TASK_41912,High priority task: Resolve server outage now.,Critical,2025-07-02,user_50,To Do,2025-06-07,9.35,8.96,Support
2956,TASK_15462,Improve UI consistency across all pages.,Low,2025-06-30,,In Progress,2025-05-22,6.53,6.21,Development
2957,TASK_72387,Immediate action required: Payment system down.,Critical,2025-07-07,user_42,Done,2025-06-12,9.52,11.3,Development
2958,TASK_81284,Coordinate with design team on layout feedback.,Medium,2025-06-24,user_62,Blocked,2025-05-28,6.74,9.62,Development
2959,TASK_77859,Conduct mid-cycle review of project progress.,Medium,2025-07-30,user_34,To Do,2025-05-26,10.93,9.39,Meeting
2960,TASK_73001,Prepare for upcoming product launch this week.,High,2025-06-26,user_86,To Do,2025-06-06,13.86,11.88,Other
2961,TASK_98190,Clean up old branches from repository.,Low,2025-07-30,user_46,To Do,2025-06-05,5.99,4.09,Other
2962,TASK_96308,Refactor legacy module as per guidelines.,Medium,2025-08-03,user_69,In Progress,2025-06-11,6.48,8.74,Development
2963,TASK_81084,Organize code comments and improve readability.,,2025-06-24,user_21,Blocked,2025-06-09,14.79,18.07,Other
2964,TASK_95309,High priority task: Resolve server outage now.,Critical,2025-08-11,user_23,To Do,2025-06-08,15.57,13.63,Support
2965,TASK_53291,URGENT: System failure requires immediate attention.,Critical,2025-07-04,user_62,To Do,2025-06-02,13.42,11.61,Debugging
2966,TASK_41139,Refactor legacy module as per guidelines.,Medium,2025-07-11,user_97,Done,2025-06-04,13.63,12.59,Development
2967,TASK_76436,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-28,user_4,In Progress,2025-06-10,6.68,9.78,Debugging
2968,TASK_40764,Immediate action required: Payment system down.,Critical,2025-07-07,user_24,Blocked,2025-05-23,8.52,10.96,Development
2969,TASK_72414,Code review required urgently for merge.,High,2025-08-14,user_9,In Progress,2025-06-14,14.19,16.04,Meeting
2970,TASK_30773,Schedule meeting with stakeholders next week.,Medium,2025-06-22,user_6,Blocked,2025-06-15,11.68,14.37,Meeting
2971,TASK_58389,Clean up old branches from repository.,Low,2025-07-24,user_67,Done,2025-06-09,9.79,13.09,Other
2972,TASK_97382,High priority task: Resolve server outage now.,Critical,2025-08-01,user_38,To Do,2025-05-29,11.41,14.34,Support
2973,TASK_49887,Task needs completion before end of the day.,High,2025-07-28,user_81,Blocked,2025-05-23,10.49,11.29,Other
2974,TASK_29804,Update user avatars with new icons.,Low,2025-08-12,user_91,To Do,2025-05-28,15.54,15.37,Other
2975,TASK_32413,Refactor legacy module as per guidelines.,Medium,2025-07-13,user_73,To Do,2025-06-18,11.83,15.46,Development
2976,TASK_81553,Conduct mid-cycle review of project progress.,Medium,2025-07-19,user_33,Blocked,2025-06-02,6.6,9.91,Meeting
2977,TASK_16267,URGENT: System failure requires immediate attention.,Critical,2025-08-02,user_34,In Progress,2025-06-12,11.91,10.52,Debugging
2978,TASK_66351,Update user avatars with new icons.,Low,2025-08-01,user_58,Done,2025-06-13,2.28,2.7,Other
2979,TASK_47007,Coordinate with design team on layout feedback.,Medium,2025-07-02,user_10,In Progress,2025-05-24,9.28,11.71,Development
2980,TASK_88572,Clean up old branches from repository.,Low,2025-07-28,user_73,To Do,2025-05-30,8.33,8.05,Other
2981,TASK_54452,URGENT: System failure requires immediate attention.,Critical,2025-07-10,user_81,Blocked,2025-06-16,8.69,8.34,Debugging
2982,TASK_35621,Schedule meeting with stakeholders next week.,Medium,2025-06-30,user_3,To Do,2025-05-31,11.26,12.54,Meeting
2983,TASK_11061,Conduct mid-cycle review of project progress.,Medium,2025-07-15,user_3,In Progress,2025-05-22,6.45,8.2,Meeting
2984,TASK_41475,Immediate action required: Payment system down.,Critical,2025-08-12,user_51,To Do,2025-05-26,3.48,5.86,Development
2985,TASK_57614,Improve UI consistency across all pages.,Low,2025-07-24,user_51,Done,2025-06-17,15.15,16.3,Development
2986,TASK_67487,Update user avatars with new icons.,Low,2025-07-30,user_69,To Do,2025-06-02,5.55,9.19,Other
2987,TASK_91293,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-17,user_86,Blocked,2025-06-02,11.81,15.78,Debugging
2988,TASK_37282,Schedule meeting with stakeholders next week.,,2025-07-15,,Done,2025-05-25,2.88,3.36,Meeting
2989,TASK_48940,High priority task: Resolve server outage now.,Critical,2025-08-17,user_38,In Progress,2025-06-08,4.86,3.17,Support
2990,TASK_63665,Task needs completion before end of the day.,High,2025-08-10,user_89,In Progress,2025-06-04,7.32,8.6,Other
2991,TASK_15425,Refactor legacy module as per guidelines.,Medium,2025-06-28,user_27,Done,2025-06-06,8.28,10.81,Development
2992,TASK_35408,Clean up old branches from repository.,Low,2025-07-03,user_84,Blocked,2025-06-16,12.29,14.83,Other
2993,TASK_91588,Immediate action required: Payment system down.,Critical,2025-07-21,user_83,To Do,2025-05-28,10.63,13.03,Development
