task_id,task_description,priority,deadline,assigned_to,status,created_at,estimated_hours,actual_hours
TASK_66701,Refactor legacy module as per guidelines.,,2025-06-26,user_1,Completed,2025-06-18,8.62,12.47
TASK_97306,Organize code comments and improve readability.,Low,2025-07-16,user_3,In Progress,2025-06-17,5.82,6.9
TASK_30772,Prepare for upcoming product launch this week.,High,2025-06-19,user_16,To Do,2025-06-09,7.17,10.87
TASK_89097,Prepare for upcoming product launch this week.,High,2025-07-01,user_90,In Progress,2025-06-17,2.39,2.91
TASK_40825,Update user avatars with new icons.,Low,2025-06-29,user_33,Completed,2025-06-10,15.82,19.08
TASK_53807,Immediate action required: Payment system down.,,2025-07-01,user_83,In Progress,2025-06-03,8.65,8.23
TASK_15980,Improve UI consistency across all pages.,Low,2025-06-21,user_34,To Do,2025-06-16,3.42,4.5
TASK_93894,Critical bug in production impacting all users.,Critical,2025-07-02,user_42,In Progress,2025-05-23,10.85,14.1
TASK_88498,Organize code comments and improve readability.,Low,2025-06-25,,Completed,2025-06-02,11.09,12.6
TASK_83901,Code review required urgently for merge.,High,2025-07-07,user_79,Completed,2025-06-11,14.49,18.01
TASK_73542,Improve UI consistency across all pages.,Low,2025-07-25,user_27,In Progress,2025-05-22,3.65,1.85
TASK_80908,,High,2025-07-23,user_18,In Progress,2025-06-06,15.16,16.35
TASK_64462,Task needs completion before end of the day.,High,2025-08-12,user_86,To Do,2025-05-20,4.41,4.28
TASK_38029,Clean up old branches from repository.,Low,2025-06-27,user_84,Completed,2025-05-27,10.8,12.88
TASK_45069,,Low,2025-08-07,user_26,In Progress,2025-06-01,15.14,16.18
TASK_94494,Improve UI consistency across all pages.,Low,2025-07-07,user_35,Completed,2025-06-04,13.68,16.08
TASK_74763,Schedule meeting with stakeholders next week.,Medium,2025-06-23,user_79,Completed,2025-06-06,6.31,8.85
TASK_69572,Code review required urgently for merge.,High,2025-06-30,user_74,Completed,2025-05-28,15.06,15.71
TASK_58260,Schedule meeting with stakeholders next week.,Medium,2025-07-08,user_61,Completed,2025-05-24,12.63,14.57
TASK_50350,Client report must be submitted by evening.,High,2025-08-11,user_11,To Do,2025-06-12,3.85,7.81
TASK_85812,Code review required urgently for merge.,High,2025-07-28,user_84,Completed,2025-06-12,14.11,17.41
TASK_38133,Update user avatars with new icons.,Low,2025-08-16,user_39,To Do,2025-05-20,8.77,11.69
TASK_15750,Coordinate with design team on layout feedback.,Medium,2025-06-22,user_89,To Do,2025-06-05,12.28,15.17
TASK_56713,Client report must be submitted by evening.,,2025-07-27,user_8,In Progress,2025-05-24,9.99,13.71
TASK_85206,Conduct mid-cycle review of project progress.,Medium,2025-07-08,user_50,Completed,2025-06-16,15.82,15.29
TASK_97315,Schedule meeting with stakeholders next week.,Medium,2025-07-28,user_51,In Progress,2025-06-13,13.69,16.44
TASK_34181,Client report must be submitted by evening.,High,2025-06-20,user_60,To Do,2025-05-21,10.25,13.01
TASK_14664,,High,2025-07-04,user_19,,2025-05-30,5.51,5.66
TASK_21671,Task needs completion before end of the day.,High,2025-07-05,user_49,Completed,2025-06-02,7.27,9.6
TASK_52125,Update user avatars with new icons.,Low,2025-07-09,user_16,In Progress,2025-05-22,6.51,9.33
TASK_71780,Prepare for upcoming product launch this week.,High,2025-06-22,user_28,Completed,2025-06-14,5.95,8.23
TASK_51077,Prepare for upcoming product launch this week.,High,2025-07-28,user_59,In Progress,2025-05-23,7.1,6.79
TASK_87119,High priority task: Resolve server outage now.,Critical,2025-06-30,user_14,To Do,2025-05-22,3.6,5.82
TASK_63845,Schedule meeting with stakeholders next week.,Medium,2025-07-05,user_50,To Do,2025-05-25,8.21,10.71
TASK_92239,Update user avatars with new icons.,Low,2025-06-25,user_26,To Do,2025-05-24,2.74,1.06
TASK_61716,Coordinate with design team on layout feedback.,Medium,2025-08-06,user_68,In Progress,2025-06-08,2.75,2.89
TASK_19930,Prepare for upcoming product launch this week.,High,2025-08-16,user_45,In Progress,2025-05-20,2.08,4.25
TASK_43627,Code review required urgently for merge.,High,2025-08-15,user_82,Completed,2025-05-23,2.18,3.23
TASK_46750,Critical bug in production impacting all users.,Critical,2025-08-15,user_99,To Do,2025-05-21,13.19,15.5
TASK_81909,URGENT: System failure requires immediate attention.,Critical,2025-07-07,user_80,To Do,2025-05-29,8.2,6.3
TASK_51499,Coordinate with design team on layout feedback.,Medium,2025-07-12,user_9,In Progress,2025-06-13,7.24,6.07
TASK_55486,Critical bug in production impacting all users.,Critical,2025-07-10,user_94,To Do,2025-06-15,4.58,8.4
TASK_70108,Improve UI consistency across all pages.,Low,2025-08-13,user_19,In Progress,2025-06-15,2.16,0.81
TASK_69018,Conduct mid-cycle review of project progress.,Medium,2025-06-30,user_79,To Do,2025-06-18,2.45,1.15
TASK_49892,Database optimization needed before backup.,,2025-08-10,user_35,In Progress,2025-05-28,3.18,7.04
TASK_44260,Database optimization needed before backup.,High,2025-06-29,user_80,,2025-05-23,15.58,16.98
TASK_11839,URGENT: System failure requires immediate attention.,Critical,2025-08-04,,In Progress,2025-06-16,3.54,6.86
TASK_83039,High priority task: Resolve server outage now.,Critical,2025-06-19,user_87,In Progress,2025-06-05,6.16,5.6
TASK_16990,URGENT: System failure requires immediate attention.,Critical,2025-07-05,user_42,In Progress,2025-05-20,7.97,9.04
TASK_61850,Clean up old branches from repository.,Low,2025-07-16,user_58,In Progress,2025-05-25,8.7,8.31
TASK_16507,Code review required urgently for merge.,High,2025-07-14,user_94,To Do,2025-05-20,13.16,11.81
TASK_23352,Database optimization needed before backup.,High,2025-08-11,user_85,Completed,2025-05-26,14.48,18.35
TASK_24304,URGENT: System failure requires immediate attention.,Critical,2025-07-04,user_5,In Progress,2025-06-04,3.15,5.29
TASK_58404,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-10,user_51,To Do,2025-05-20,2.39,1.06
TASK_88060,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-05,user_4,Completed,2025-06-01,14.89,16.15
TASK_88093,Immediate action required: Payment system down.,Critical,2025-07-05,user_29,To Do,2025-06-10,12.02,14.11
TASK_84813,High priority task: Resolve server outage now.,Critical,2025-08-12,user_30,In Progress,2025-05-24,7.07,6.48
TASK_14438,Schedule meeting with stakeholders next week.,Medium,2025-06-27,user_9,To Do,2025-06-01,15.97,14.39
TASK_14706,Schedule meeting with stakeholders next week.,Medium,2025-07-26,user_37,Completed,2025-06-12,12.27,11.48
TASK_67430,Refactor legacy module as per guidelines.,Medium,2025-06-30,user_83,To Do,2025-05-22,9.95,12.99
TASK_98690,Prepare for upcoming product launch this week.,High,2025-07-25,user_35,Completed,2025-06-15,4.86,6.73
TASK_54458,Client report must be submitted by evening.,High,2025-06-28,user_96,To Do,2025-05-23,6.71,6.05
TASK_36142,Prepare for upcoming product launch this week.,High,2025-07-12,user_37,Completed,2025-05-24,2.02,1.75
TASK_96103,URGENT: System failure requires immediate attention.,Critical,2025-07-12,user_89,Completed,2025-05-31,3.53,3.91
TASK_65542,Code review required urgently for merge.,,2025-08-12,user_47,Completed,2025-06-13,9.77,8.42
TASK_43133,Conduct mid-cycle review of project progress.,Medium,2025-07-24,user_26,In Progress,2025-06-15,2.49,4.79
TASK_37159,Database optimization needed before backup.,High,2025-07-19,user_4,Completed,2025-06-10,11.24,9.45
TASK_81207,,Critical,2025-07-19,user_80,In Progress,2025-06-16,9.78,12.01
TASK_16130,Improve UI consistency across all pages.,Low,2025-08-17,user_82,To Do,2025-06-12,2.86,2.89
TASK_52603,Enhance logging for future debugging.,Low,2025-07-07,user_20,Completed,2025-06-09,7.99,9.31
TASK_36194,Clean up old branches from repository.,Low,2025-07-22,user_6,To Do,2025-05-27,8.5,10.78
TASK_70341,Coordinate with design team on layout feedback.,Medium,2025-08-06,user_53,To Do,2025-06-17,9.83,8.4
TASK_50194,Task needs completion before end of the day.,High,2025-07-11,user_47,To Do,2025-06-07,9.43,13.33
TASK_10525,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-31,user_73,Completed,2025-05-23,2.02,1.6
TASK_31401,Task needs completion before end of the day.,High,2025-08-04,user_30,Completed,2025-05-21,5.62,9.21
TASK_66765,Code review required urgently for merge.,High,2025-07-11,user_80,In Progress,2025-06-16,13.26,14.43
TASK_90790,Task needs completion before end of the day.,High,2025-06-25,user_42,In Progress,2025-06-14,7.52,11.03
TASK_65734,Coordinate with design team on layout feedback.,Medium,2025-06-24,user_9,Completed,2025-06-10,5.7,4.44
TASK_59658,Conduct mid-cycle review of project progress.,Medium,2025-08-16,user_14,Completed,2025-06-07,9.86,10.94
TASK_28340,Complete documentation for current sprint.,Medium,2025-07-01,user_71,In Progress,2025-06-04,2.37,2.58
TASK_90564,Task needs completion before end of the day.,High,2025-08-12,user_69,To Do,2025-06-10,2.82,5.13
TASK_79077,Prepare for upcoming product launch this week.,High,2025-08-13,,In Progress,2025-05-30,7.25,9.53
TASK_94941,Clean up old branches from repository.,Low,2025-07-02,user_58,In Progress,2025-05-24,11.29,10.13
TASK_17993,Critical bug in production impacting all users.,Critical,2025-06-28,user_1,Completed,2025-06-10,8.02,6.81
TASK_80089,Database optimization needed before backup.,High,2025-08-16,user_45,Completed,2025-06-03,5.34,6.66
TASK_45163,Critical bug in production impacting all users.,,2025-07-27,user_63,Completed,2025-05-26,8.95,10.18
TASK_67356,URGENT: System failure requires immediate attention.,Critical,2025-06-19,user_18,,2025-06-12,13.62,13.81
TASK_34514,Enhance logging for future debugging.,Low,2025-07-10,user_33,In Progress,2025-05-30,5.06,7.21
TASK_66067,Prepare for upcoming product launch this week.,High,2025-07-23,user_51,To Do,2025-06-02,5.4,6.53
TASK_69413,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-13,user_75,To Do,2025-05-20,5.53,3.84
TASK_40925,Code review required urgently for merge.,High,2025-07-15,user_55,Completed,2025-05-22,6.79,5.3
TASK_51297,Enhance logging for future debugging.,Low,2025-06-22,user_31,Completed,2025-05-23,11.75,9.91
TASK_46757,Refactor legacy module as per guidelines.,Medium,2025-07-27,user_66,In Progress,2025-06-18,12.83,16.79
TASK_69300,High priority task: Resolve server outage now.,Critical,2025-07-08,user_31,To Do,2025-06-05,9.24,7.57
TASK_68528,Complete documentation for current sprint.,Medium,2025-08-01,user_67,To Do,2025-06-03,8.27,10.85
TASK_42605,Update user avatars with new icons.,Low,2025-06-23,user_40,To Do,2025-06-09,6.39,7.49
TASK_16148,Conduct mid-cycle review of project progress.,Medium,2025-07-16,user_6,To Do,2025-05-29,7.79,7.9
TASK_78343,Client report must be submitted by evening.,High,2025-08-11,user_59,Completed,2025-06-13,5.14,8.26
TASK_92590,High priority task: Resolve server outage now.,Critical,2025-07-25,user_28,Completed,2025-05-24,12.14,15.36
TASK_80880,Update user avatars with new icons.,Low,2025-07-17,user_20,Completed,2025-05-25,6.43,8.79
TASK_26905,Code review required urgently for merge.,High,2025-07-28,user_61,To Do,2025-06-01,4.12,7.27
TASK_43217,Complete documentation for current sprint.,Medium,2025-07-14,user_58,To Do,2025-05-22,5.23,7.15
TASK_36470,Improve UI consistency across all pages.,Low,2025-07-06,user_86,In Progress,2025-05-20,12.87,13.32
TASK_32110,Immediate action required: Payment system down.,Critical,2025-07-04,user_64,To Do,2025-06-02,13.37,11.6
TASK_49727,Clean up old branches from repository.,Low,2025-07-02,user_73,,2025-06-04,7.22,9.04
TASK_26877,Critical bug in production impacting all users.,Critical,2025-07-05,user_70,To Do,2025-06-13,4.36,6.12
TASK_64532,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-04,user_83,To Do,2025-06-07,7.52,7.28
TASK_38052,Organize code comments and improve readability.,Low,2025-07-09,user_22,In Progress,2025-06-03,10.86,9.44
TASK_13672,Client report must be submitted by evening.,High,2025-06-19,user_42,In Progress,2025-06-01,4.92,8.64
TASK_42236,Refactor legacy module as per guidelines.,Medium,2025-08-03,user_59,To Do,2025-05-27,7.51,6.15
TASK_32149,Complete documentation for current sprint.,Medium,2025-08-07,user_83,In Progress,2025-05-28,5.88,9.81
TASK_84609,Schedule meeting with stakeholders next week.,Medium,2025-07-19,,To Do,2025-05-20,15.54,13.75
TASK_62050,Critical bug in production impacting all users.,Critical,2025-06-28,user_45,Completed,2025-06-11,15.04,15.57
TASK_89102,Prepare for upcoming product launch this week.,High,2025-06-30,user_95,To Do,2025-06-10,13.94,15.18
TASK_29288,Immediate action required: Payment system down.,Critical,2025-07-20,user_49,To Do,2025-06-10,6.16,4.36
TASK_72385,High priority task: Resolve server outage now.,Critical,2025-08-11,user_43,In Progress,2025-05-25,4.63,5.16
TASK_56802,Code review required urgently for merge.,High,2025-07-05,user_89,In Progress,2025-06-10,6.27,10.24
TASK_34877,Refactor legacy module as per guidelines.,Medium,2025-07-26,user_93,In Progress,2025-05-26,10.74,13.94
TASK_15306,Update user avatars with new icons.,Low,2025-07-12,user_61,To Do,2025-05-28,10.83,10.62
TASK_35020,URGENT: System failure requires immediate attention.,Critical,2025-06-27,,,2025-06-12,12.72,13.84
TASK_32993,Client report must be submitted by evening.,High,2025-07-11,user_19,In Progress,2025-06-08,2.29,0.46
TASK_20555,Critical bug in production impacting all users.,Critical,2025-07-29,user_37,To Do,2025-05-22,3.34,3.79
TASK_23036,Code review required urgently for merge.,High,2025-07-23,user_86,To Do,2025-05-23,7.84,11.13
TASK_59341,Conduct mid-cycle review of project progress.,Medium,2025-07-14,user_13,To Do,2025-06-14,12.29,14.36
TASK_56081,Database optimization needed before backup.,High,2025-07-07,user_93,Completed,2025-05-28,10.9,11.98
TASK_14275,,Low,2025-07-17,user_30,In Progress,2025-06-04,5.69,5.95
TASK_82714,Coordinate with design team on layout feedback.,Medium,2025-07-22,user_46,To Do,2025-05-23,9.4,9.66
TASK_50903,Schedule meeting with stakeholders next week.,Medium,2025-06-30,user_30,Completed,2025-06-14,13.19,13.3
TASK_80213,,Medium,2025-07-26,user_10,In Progress,2025-05-25,11.44,11.86
TASK_20396,URGENT: System failure requires immediate attention.,Critical,2025-08-16,user_7,,2025-06-17,3.8,2.18
TASK_99264,Conduct mid-cycle review of project progress.,Medium,2025-06-27,user_9,Completed,2025-06-11,2.03,4.12
TASK_53709,Update user avatars with new icons.,,2025-07-03,user_91,To Do,2025-05-26,14.91,16.73
TASK_29655,Database optimization needed before backup.,High,2025-08-12,user_94,In Progress,2025-05-20,7.14,8.44
TASK_17125,Organize code comments and improve readability.,Low,2025-06-22,user_25,Completed,2025-06-16,8.14,9.15
TASK_18870,URGENT: System failure requires immediate attention.,Critical,2025-08-14,user_11,Completed,2025-06-17,9.49,7.64
TASK_87772,Organize code comments and improve readability.,Low,2025-07-15,user_26,To Do,2025-06-02,13.99,16.33
TASK_62958,Enhance logging for future debugging.,Low,2025-07-14,user_97,In Progress,2025-05-20,4.91,3.54
TASK_73982,Conduct mid-cycle review of project progress.,Medium,2025-07-05,user_35,In Progress,2025-06-10,14.52,18.38
TASK_13584,Database optimization needed before backup.,High,2025-08-13,user_10,To Do,2025-05-24,6.85,8.97
TASK_29683,Clean up old branches from repository.,Low,2025-07-29,user_22,In Progress,2025-06-11,6.74,8.85
TASK_12497,Immediate action required: Payment system down.,Critical,2025-08-10,user_5,To Do,2025-06-12,3.69,5.88
TASK_95298,Task needs completion before end of the day.,High,2025-08-01,user_16,In Progress,2025-05-25,9.32,7.34
TASK_81311,Clean up old branches from repository.,Low,2025-07-06,user_90,In Progress,2025-06-12,6.5,6.77
TASK_93370,Complete documentation for current sprint.,Medium,2025-07-10,user_24,Completed,2025-05-28,4.9,3.73
TASK_27091,Complete documentation for current sprint.,,2025-08-01,user_89,To Do,2025-06-04,13.2,12.27
TASK_77431,Refactor legacy module as per guidelines.,Medium,2025-06-28,user_19,To Do,2025-06-05,15.6,17.03
TASK_40488,Conduct mid-cycle review of project progress.,Medium,2025-08-01,user_5,,2025-05-21,10.1,10.27
TASK_98951,Coordinate with design team on layout feedback.,Medium,2025-07-13,user_74,To Do,2025-06-14,13.39,15.04
TASK_77102,Conduct mid-cycle review of project progress.,Medium,2025-06-30,user_73,Completed,2025-05-24,3.61,3.22
TASK_27905,Code review required urgently for merge.,High,2025-08-06,user_50,To Do,2025-06-03,3.38,1.96
TASK_18647,Client report must be submitted by evening.,High,2025-06-22,user_29,To Do,2025-05-29,11.21,13.57
TASK_75568,,Low,2025-08-06,user_29,Completed,2025-05-27,4.8,5.95
TASK_89985,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-01,user_49,To Do,2025-06-18,8.44,11.95
TASK_32989,,Critical,2025-08-13,user_79,In Progress,2025-06-01,5.52,4.04
TASK_99761,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-14,user_29,In Progress,2025-06-10,2.43,1.19
TASK_99514,Complete documentation for current sprint.,Medium,2025-06-28,user_71,To Do,2025-06-12,15.44,16.49
TASK_24117,Clean up old branches from repository.,Low,2025-08-02,user_78,,2025-06-14,5.93,9.66
