task_id,task_description,priority,deadline,assigned_to,status,created_at,estimated_hours,actual_hours
TASK_01958,challenge just city republican lead school none sense.,Medium,2025-04-26,user_85,Done,2025-04-17,1.1796059659167124,-0.9788866766047115
TASK_01959,environmental professional grow response huge responsibility happy control public more skill rate. thanks!,Medium,2025-07-15,user_24,To Do,2025-05-19,5.195205740330676,6.105675540730986
TASK_01960,specific ahead feel where explain with save.,Medium,2025-06-20,user_63,To Do,2025-04-24,7.573851150732404,10.37382776461087
TASK_01961,hour player contain many. !!!,Medium,2025-05-17,user_94,Done,2025-05-04,7.263923388631887,6.006089076758318
TASK_01962,chair all receive may ready line matter if choose. 🔥,Medium,2025-06-20,user_74,To Do,2025-04-23,12.965240425827849,12.104906992958036
TASK_01963,company exactly agent mr happy ok go energy pass father leg travel.,High,2025-06-02,user_12,Done,2025-04-21,7.811958369609399,6.940670228784796
TASK_01964,range in several step cost trouble police.,Medium,2025-05-29,user_45,Done,2025-05-28,11.027026903073448,9.233968740962325
TASK_01965,leader subject about town control anything go much bring stage rate whatever really land.,Medium,2025-06-10,user_11,To Do,2025-05-29,6.2045769690804,6.073564627755633
TASK_01966,figure deep system treatment establish word mean large interesting.,Medium,2025-06-29,user_88,,2025-05-10,5.934456273717745,5.603879543631229
TASK_01967,compare east lay represent put view seek authority control our expert.,High,2025-04-16,user_87,In Progress,2025-04-12,13.697150204419088,13.336478218397575
TASK_01968,suddenly training green decide institution record company something.,Medium,2025-05-31,user_2,Blocked,2025-05-28,10.46390677244321,10.197298990654364
TASK_01969,first leader travel offer development forget soon company always us. thanks!,Low,2025-05-17,user_10,To Do,2025-05-06,10.695097763744727,12.088033067908874
TASK_01970,factor what per himself top.,Medium,2025-06-17,user_98,In Progress,2025-05-25,11.317075190537713,9.931401136536284
TASK_01971,include just pull nice now.,Low,2025-05-14,user_7,Done,2025-05-09,10.320175208994765,11.426491995681332
TASK_01972,will without always cause ball involve she two answer program type.,Medium,2025-06-01,user_54,In Progress,2025-04-29,7.0619823303518405,8.902341197923567
TASK_01973,project she run course become force.,Low,2025-06-06,user_24,Done,2025-04-25,7.163894175953414,5.454197287510825
TASK_01974,guess take hand poor play his.,Medium,2025-06-01,user_100,Done,2025-04-25,14.989933857636181,13.227093256436934
TASK_01975,let chance career political our environmental wrong sister authority.,High,2025-05-20,user_90,Done,2025-04-23,7.884681401277361,5.723434384143346
TASK_01976,full consumer whole draw statement drug car address per.,High,2025-07-05,user_99,To Do,2025-05-30,13.824066102221883,12.406275794086977
TASK_01977,politics lay fight involve should fire threat small administration professor instead born audience.,Medium,2025-04-12,user_44,To Do,2025-04-11,2.6195230429088694,5.631175461609672
TASK_01978,key state animal involve why.,Medium,2025-06-07,user_51,In Progress,2025-05-04,8.92885079073876,9.117945720835472
TASK_01979,police believe thus job technology support inside major change sing him eat hotel different.,High,2025-06-24,user_73,To Do,2025-05-10,10.703426046060635,9.93267314866041
TASK_01980,career student character. !!!,High,2025-06-10,user_27,To Do,2025-04-16,10.76027439126941,14.936606776390187
TASK_01981,join various four operation lay lawyer little i thought direction.,Low,2025-06-13,user_28,Done,2025-04-30,12.833499456157844,15.273085847416306
TASK_01982,better yourself open evening analysis different assume save.,Medium,2025-07-26,user_95,To Do,2025-06-02,9.614589502612759,9.331071191145664
TASK_01983,eye member radio sport administration these house politics suddenly relationship him ask really.,Medium,2025-07-05,user_14,To Do,2025-05-31,6.3985474607495405,7.24533255681196
TASK_01984,word news begin blue however.,High,2025-05-05,,To Do,2025-04-20,11.655615568056612,7.725346346498804
TASK_01985,,High,2025-05-21,user_46,In Progress,2025-04-09,6.57893414510105,7.85595939877682
TASK_01986,policy meeting budget discover hair.,Low,2025-07-09,user_21,To Do,2025-05-22,4.333746890883324,2.3997573983827483
TASK_01987,reflect person stock religious above challenge understand enough year be finally trip over value drug another outside behavior. please do it asap,Low,2025-06-09,user_36,To Do,2025-04-30,5.676127863836539,5.080504734940872
TASK_01988,,High,2025-07-22,user_75,Done,2025-05-31,8.647280692700619,8.070397221895812
TASK_01989,able morning loss thus cold him attention under enter grow similar west bed.,High,2025-05-22,user_13,Blocked,2025-05-16,10.092496589650224,11.60524505409289
TASK_01990,deep tree oil second us tend to play house.,Critical,2025-06-07,user_72,,2025-05-31,8.13346027963623,9.407593032134502
TASK_01991,speak individual life to.,Critical,2025-05-15,user_60,In Progress,2025-04-27,5.822457414055745,7.528237900682203
TASK_01992,piece true culture management purpose image drug final meeting fill soon month seat hair space feeling. <br>,Medium,2025-06-28,user_75,In Progress,2025-05-31,9.964030711158651,9.397591096654168
TASK_01993,meeting up test put call thought whatever public land out read successful computer myself one couple young indicate pick.,High,2025-06-03,,Done,2025-05-22,9.881879317094375,10.510847028053146
TASK_01994,some big season nothing tonight find act entire process. asap,Medium,2025-07-14,user_86,In Progress,2025-06-03,2.9375514564934795,0.543180984797146
TASK_01995,kind whether oil small time rate conference.,Low,2025-05-01,user_30,To Do,2025-04-15,3.123710509724356,1.3090884780317695
TASK_01996,live player assume take structure animal relationship future rock high number certainly.,Medium,2025-06-30,user_76,In Progress,2025-05-13,6.688120086053782,7.314603425230262
TASK_01997,bed away thus new while surface travel everybody quickly choose yourself professional. <br>,High,2025-06-29,user_35,To Do,2025-05-20,12.626984394834412,10.294924993341331
TASK_01998,position end soldier present member change.,Low,2025-05-21,user_99,Done,2025-05-17,8.214577092420981,2.832430390940857
TASK_01999,never follow international always energy every lawyer political himself protect each should arm kid difference red.,Medium,2025-04-30,,In Progress,2025-04-15,7.730157754242345,10.526288540771354
TASK_02000,discover save to ready charge year what professor involve rate last job international lay near plant nothing.,High,2025-07-18,user_74,In Progress,2025-05-29,10.299051682786168,13.022727184133817
TASK_02001,organization us place region authority thousand police usually major history effect color sell.,Medium,2025-06-08,user_3,Done,2025-06-02,8.706888146483045,9.985672156271939
TASK_02002,able reason seem station democrat trial seek.,Medium,2025-05-03,user_86,Done,2025-04-21,10.153952008443238,7.542768629004799
TASK_02003,just computer support eye tv more although part for production.,Critical,2025-04-29,user_55,To Do,2025-04-24,6.990828891623515,6.832582789479418
TASK_02004,hold stop view traditional crime son any support.,Medium,2025-06-06,user_64,In Progress,2025-04-24,6.107828078864351,5.148446942761672
TASK_02005,professor today kid person. <br>,High,2025-05-21,user_69,Done,2025-05-19,6.088931727053566,9.09006894056396
TASK_02006,anyone pattern thank record sing car poor poor me successful. asap,Medium,2025-05-08,user_6,To Do,2025-04-28,15.031573989962627,12.125842322683674
TASK_02007,tree necessary thought these life. asap,Medium,2025-05-19,user_27,To Do,2025-04-12,5.047105849158369,5.834075810263054
TASK_02008,floor what million writer hot expect fine appear realize television theory stock control drug responsibility large film statement above.,High,2025-06-15,user_35,To Do,2025-05-15,8.094775464577102,7.810370560583673
TASK_02009,physical week evening light window start usually none push have send remain. 🔥,Low,2025-06-04,user_83,To Do,2025-05-08,10.584487287421046,6.3068395135267945
TASK_02010,near very other after end wind suddenly arrive learn always around million miss something mean have decide.,High,2025-06-18,user_61,To Do,2025-05-13,7.8769670452153475,7.886790991846138
TASK_02011,civil machine fear various movie behavior animal threat billion. asap,Medium,2025-06-20,user_67,Done,2025-05-29,13.494048360195727,12.47951625560683
TASK_02012,may role star quite couple contain guess institution record scene. 🔥,Medium,2025-07-02,user_6,In Progress,2025-05-21,11.529400471304811,11.51204465417851
TASK_02013,buy think today concern will ago recently sit deep pick successful.,Critical,2025-05-19,user_41,To Do,2025-05-17,3.582848235926334,2.541126715995467
TASK_02014,,High,2025-05-24,user_25,In Progress,2025-04-22,1.0,2.2999934736488745
TASK_02015,life war bring likely history.,Critical,2025-06-04,user_95,,2025-05-15,5.0375735388756215,3.6255038628060285
TASK_02016,bill laugh number listen people set back between.,High,2025-07-07,user_10,Done,2025-05-10,8.994525483664543,11.100002034523182
TASK_02017,point produce attack deal be population.,High,2025-06-01,user_97,To Do,2025-05-15,12.987361562415757,13.413752050812285
TASK_02018,road team investment feeling baby up body voice scene fact political if talk answer relationship.,High,2025-07-07,user_28,In Progress,2025-06-05,13.699081309397869,11.60905087746833
TASK_02019,various detail class arrive agree account.,High,2025-05-27,user_14,Done,2025-05-18,5.612126646939711,5.874009048859998
TASK_02020,data represent son toward me little tree.,Medium,2025-06-10,user_31,To Do,2025-05-29,8.372489653690002,8.376757207956551
TASK_02021,possible agreement language. please do it asap,Low,2025-07-08,user_21,To Do,2025-05-22,7.423997317369423,6.661889859969213
TASK_02022,trade tv four operation stage policy reality effort.,High,2025-05-25,user_99,To Do,2025-04-20,6.555286284437401,6.462218223580975
TASK_02023,service bed development real relationship apply read worker window always wait. asap,High,2025-05-28,user_67,,2025-04-13,12.179812753949255,12.247593317456982
TASK_02024,draw night rise southern surface heavy either view. !!!,Low,2025-05-06,user_47,Blocked,2025-04-12,5.365955648398032,9.039696598295938
TASK_02025,rise body unit voice campaign tree everything moment should example kitchen some. thanks!,High,2025-05-12,user_53,To Do,2025-04-18,1.924774425263692,0.2268242223612409
TASK_02026,quickly sort family road west usually. !!!,Medium,2025-04-20,,Blocked,2025-04-07,12.084380527397546,11.125517849418593
TASK_02027,discover receive effort quality. thanks!,Medium,2025-07-07,user_45,To Do,2025-05-18,10.034189140460438,8.398711538160637
TASK_02028,nothing also now positive color else. please do it asap,Medium,2025-05-07,user_79,Done,2025-04-12,8.19721579555227,6.261260508201065
TASK_02029,edge reach help child suffer compare century rather attack raise hear. asap,Medium,2025-06-05,user_77,In Progress,2025-05-06,7.21542136976896,10.544609590806655
TASK_02030,capital address reveal factor before.,Medium,2025-04-22,user_46,To Do,2025-04-17,8.329155370495204,4.584346991620864
TASK_02031,itself fly what serve ever teach technology watch south production family several less source. please do it asap,Medium,2025-06-24,user_76,To Do,2025-05-29,6.6845537617611965,7.06095693492802
TASK_02032,condition mother officer system break wife official industry child sea.,Medium,2025-06-22,user_18,To Do,2025-05-25,6.398376040741586,4.798135396783844
TASK_02033,walk usually change management national.,Medium,2025-06-13,user_97,To Do,2025-05-26,9.657606531220477,9.075466976943456
TASK_02034,alone clear range life happen area but about police.,High,2025-06-12,user_20,In Progress,2025-04-29,13.739496479886874,10.594746079184075
TASK_02035,dinner you difference side color stand their hair.,High,2025-08-01,user_12,To Do,2025-06-04,8.18977976707261,10.012685876598422
TASK_02036,discuss bag remain anything commercial toward best indicate believe push environmental fill skin for order. <br>,Medium,2025-06-27,user_37,To Do,2025-05-06,11.224315908104199,13.929723329301552
TASK_02037,turn why short game member everybody republican thousand energy field.,,2025-04-29,,In Progress,2025-04-26,5.861867129215865,7.329844944757811
TASK_02038,probably nature purpose court relationship focus decade year.,Low,2025-06-16,user_47,In Progress,2025-06-01,7.314887817639727,7.47097355615467
